Dates;Flow_Rate_L_Andelle_a_Vascoeuil;Flow_Rate_L_Austreberthe_a_Saint_Paer;Flow_Rate_L_Elure_a_Cailly_sur_Eure;Flow_Rate_L_Epte_a_Fourges;Flow_Rate_L_Eure_a_Louviers;Flow_Rate_La_Durdent_a_Vittefleur;Flow_Rate_La_Ganzeville_a_Ganzeville;Flow_Rate_La_Saane_a_Val_de_Saane;Flow_Rate_Le_Cailly_a_Notre_Dame_de_Bondeville_x;Flow_Rate_Le_Cailly_a_Fontaine_le_Bourg__Grand_Tendos;Flow_Rate_Le_Cailly_a_Notre_Dame_de_Bondeville_y;Flow_Rate_Le_Commerce_a_Gruchet_le_Valasse;Flow_Rate_La_Seine_a_Alfortville;Flow_Rate_La_Risle_A_Pont_Authou;Surface_Water_Level_L_Andelle_a_Vascoeuil;Surface_Water_Level_L_Austreberthe_a_Saint_Paer;Surface_Water_Level_L_Elure_a_Cailly_sur_Eure;Surface_Water_Level_L_Epte_a_Fourges;Surface_Water_Level_L_Eure_a_Louviers;Surface_Water_Level_La_Durdent_a_Vittefleur;Surface_Water_Level_La_Ganzeville_a_Ganzeville;Surface_Water_Level_La_Saane_a_Val_de_Saane;Surface_Water_Level_Le_Cailly_a_Notre_Dame_de_Bondeville;Surface_Water_Level_Le_Cailly_a_Fontaine_le_Bourg__Grand_Tendos;Surface_Water_Level_Le_Commerce_a_Gruchet_le_Valasse;Surface_Water_Level_La_Seine_A_Alfortville;Surface_Water_Level_La_Risle_A_Pont_Authou;Water_Level_Caudebec;Water_Level_Tancarville;Water_Level_Duclair;Water_Level_Honfleur;Water_Level_Rouen;Rainfall_Dieppe;Rainfall_Octeville;Rainfall_Rouen;Temperature_Dieppe;Temperature_Octeville;Temperature_Rouen;Cote_NGF_BSS000EPAR;Cote_NGF_BSS000FGNF;Cote_NGF_BSS000FHCQ;Cote_NGF_BSS000FLDL;Cote_NGF_BSS000FLJZ;Cote_NGF_BSS000FLMB;Cote_NGF_BSS000GTXB;Cote_NGF_BSS000MRWS;Tide (m)
29/02/2000;6.85;3.02;31.6;14.4;34.8;4.85;1.1;0.763;4.2;1.12;4.2;0.643;515.0;21.3;0.68;0.43;1.15;1.19;0.46;0.35;0.62;0.13;0.58;0.4;0.2;0.61;0.62;6.55;6.43;6.97;6.3;7.32;10.2;7.0;7.6;5.6;6.1;6.7;145.06;57.43;32.94;72.97;102.51;128.04;54.57;131.05;5.107
01/03/2000;7.63;4.02;37.9;16.6;38.4;4.77;1.26;0.763;4.42;1.52;4.42;1.22;566.0;25.1;0.72;0.52;1.29;1.26;0.55;0.35;0.64;0.13;0.6;0.44;0.29;0.61;0.7;6.87;6.89;7.29;6.76;7.7;5.6;4.8;1.8;9.2;8.2;8.5;145.08;57.36;32.91;72.95;102.53;128.08;54.58;131.11;5.046
02/03/2000;7.01;2.57;42.1;17.5;43.2;4.63;1.07;0.763;4.12;1.18;4.12;0.25;637.0;25.4;0.69;0.38;1.37;1.29;0.66;0.33;0.62;0.13;0.58;0.4;0.1;0.61;0.71;6.91;6.99;7.29;6.84;7.57;0.0;0.0;0.4;5.0;6.4;4.6;145.08;57.53;32.87;72.89;102.53;128.13;54.55;131.05;4.913
03/03/2000;7.86;4.28;42.0;18.2;44.7;5.25;1.5;1.3;5.38;1.41;5.38;1.15;647.0;21.8;0.73;0.54;1.37;1.31;0.7;0.38;0.67;0.2;0.65;0.43;0.28;0.61;0.63;7.67;7.75;8.16;7.59;8.58;7.0;7.8;11.4;6.8;6.1;8.4;145.08;57.43;32.84;72.99;102.56;128.17;54.57;131.06;5.13
04/03/2000;8.66;2.67;42.4;18.7;45.2;5.19;1.27;0.779;4.58;1.27;4.58;0.293;647.0;21.5;0.77;0.39;1.38;1.33;0.71;0.38;0.64;0.14;0.61;0.41;0.12;0.61;0.63;7.367189407348633;7.8619866371154785;7.99;7.499213218688965;8.42;9.0;8.2;7.2;9.8;9.7;10.9;145.1;57.5;32.91;72.92;102.57;128.22;54.57;131.07;4.889
05/03/2000;6.71;2.62;43.0;19.3;45.0;4.75;1.12;0.682;4.02;1.15;4.02;0.255;631.0;24.0;0.67;0.39;1.39;1.35;0.7;0.34;0.62;0.12;0.57;0.4;0.1;0.61;0.68;7.656862735748291;8.008913040161133;7.867961883544923;7.716486930847168;8.375568389892576;0.0;0.0;0.2;9.0;8.4;9.4;145.06;57.61;32.85;72.92;102.57;128.26;54.54;131.03;4.751
06/03/2000;6.31;2.65;41.4;19.4;44.2;4.52;1.09;0.675;3.95;1.3;3.95;0.28;638.0;21.0;0.65;0.39;1.36;1.35;0.68;0.33;0.62;0.12;0.57;0.42;0.11;0.61;0.61;7.82;7.895663738250732;8.33;7.820669174194336;8.73;9.4;0.2;11.4;12.9;13.1;17.0;145.08;57.61;32.77;72.92;102.57;128.31;54.54;131.05;4.791
07/03/2000;6.22;2.54;38.4;18.4;42.3;4.56;1.09;0.682;3.93;1.16;3.93;0.283;599.0;18.6;0.65;0.38;1.3;1.32;0.64;0.33;0.62;0.12;0.56;0.4;0.11;0.61;0.56;7.96;8.1;8.49;7.97;8.9;0.0;0.4;0.0;11.5;11.3;17.5;145.06;57.59;32.72;72.93;102.57;128.35;54.55;131.06;4.838
08/03/2000;6.11;2.53;35.9;15.9;40.5;4.45;1.08;0.784;3.9;1.15;3.9;0.264;531.0;17.1;0.64;0.38;1.25;1.24;0.6;0.32;0.62;0.14;0.56;0.4;0.11;0.61;0.52;8.06;8.11;8.53;8.01;8.98;7.8;3.4;33.2;13.7;14.8;15.5;145.1;57.59;32.67;72.95;102.56;128.4;54.57;131.07;4.868
09/03/2000;6.24;2.57;32.1;14.8;36.1;4.54;1.1;0.653;3.88;1.27;3.88;0.267;499.0;16.0;0.65;0.38;1.17;1.2;0.49;0.33;0.62;0.12;0.56;0.41;0.11;0.61;0.5;8.09;8.2;8.54;8.02;8.91;0.0;0.0;0.0;14.3;12.4;13.8;145.08;57.61;32.62;72.95;102.56;128.44;54.57;131.07;4.879
10/03/2000;6.03;2.5;29.4;14.1;33.2;4.51;1.1;0.645;3.86;1.18;3.86;0.274;491.0;15.3;0.64;0.38;1.11;1.18;0.43;0.32;0.62;0.12;0.56;0.4;0.11;0.61;0.48;7.85;7.91;8.34;7.84;8.73;0.2;0.0;1.0;10.9;11.5;12.8;145.1;57.61;32.58;72.95;102.56;128.49;54.57;131.07;4.815
11/03/2000;5.96;2.55;25.9;13.6;29.7;4.51;1.11;0.641;3.84;1.17;3.84;0.277;451.0;14.9;0.63;0.38;1.04;1.16;0.34;0.32;0.62;0.12;0.56;0.4;0.11;0.61;0.47;7.81;7.9;8.27;7.81;8.079180717468263;13.0;1.2;1.4;5.9;6.9;6.5;145.12;57.57;32.55;72.95;102.56;128.53;54.58;131.1;4.866
12/03/2000;5.96;2.47;24.6;13.4;29.7;4.51;1.09;0.636;3.82;1.17;3.82;0.261;451.0;14.9;0.63;0.37;1.01;1.15;0.34;0.32;0.62;0.11;0.56;0.4;0.11;0.61;0.47;7.41;7.53;7.78;7.42;7.962026119232178;0.0;0.8;0.6;7.9;7.2;7.9;145.1;57.59;32.49;72.95;102.56;128.58;54.58;131.11;4.769
13/03/2000;5.98;2.45;24.1;12.8;29.0;4.41;1.08;0.629;3.82;1.17;3.82;0.286;447.0;14.7;0.63;0.37;1.0;1.13;0.33;0.32;0.62;0.11;0.56;0.4;0.11;0.61;0.46;7.07;7.16;7.56;7.06;7.94;2.0;1.8;1.2;1.8;1.7;7.7;145.14;57.61;32.45;72.95;102.56;128.62;54.58;131.1;4.763
14/03/2000;5.99;2.49;23.2;12.8;28.4;4.63;1.09;0.623;4.08;1.17;4.08;0.28;421.0;14.7;0.63;0.38;0.99;1.13;0.31;0.33;0.62;0.11;0.57;0.4;0.11;0.61;0.46;6.84;6.92;7.35;6.79;7.64;0.0;0.0;0.0;8.7;7.8;9.1;145.14;57.61;32.41;72.95;102.56;128.67;54.58;131.1;4.818
15/03/2000;5.93;2.44;23.0;12.6;27.5;4.49;1.04;0.616;3.87;1.24;3.87;0.277;410.0;14.2;0.63;0.37;0.98;1.13;0.29;0.32;0.61;0.11;0.56;0.41;0.11;0.61;0.45;6.69;6.78;7.14;6.66;7.42;0.0;0.0;0.0;6.1;5.0;5.6;145.15;57.66;32.37;72.94724137931034;102.56;128.72;54.58;131.1;4.719
16/03/2000;5.89;2.52;22.0;12.5;26.8;4.43;1.05;0.614;3.9;1.23;3.9;0.274;360.0;13.9;0.63;0.38;0.96;1.12;0.27;0.32;0.61;0.11;0.56;0.41;0.11;0.61;0.44;6.83;6.97;7.23;6.89;7.57;0.0;0.0;0.0;5.1;5.1;6.7;145.14;57.68;32.34;72.9444827586207;102.55;128.76;54.58;131.07;4.688
17/03/2000;5.94;2.52;21.5;12.2;26.6;4.41;1.06;0.617;3.88;1.22;3.88;0.28;339.0;13.7;0.63;0.38;0.95;1.11;0.27;0.32;0.61;0.11;0.56;0.41;0.11;0.61;0.44;7.22;7.4;7.39;7.3;7.71;0.0;0.0;0.0;8.0;7.5;8.3;145.14;57.68;32.27;72.94172413793103;102.54;128.81;54.58;131.08;4.694
18/03/2000;5.88;2.49;21.8;12.0;26.7;4.44;1.05;0.656;3.92;1.18;3.92;0.277;339.0;13.6;0.63;0.38;0.96;1.1;0.27;0.32;0.61;0.12;0.56;0.41;0.11;0.61;0.44;7.34;7.6;7.55;7.57;7.94;0.0;0.0;0.2;6.9;5.2;7.1;145.14;57.68;32.26;72.93896551724139;102.54;128.85;54.58;131.1;4.685
19/03/2000;5.84;2.42;19.8;11.9;25.8;4.42;1.08;0.66;3.95;1.23;3.95;0.261;324.0;13.4;0.63;0.37;0.92;1.1;0.25;0.32;0.62;0.12;0.57;0.41;0.11;0.61;0.43;7.52;7.76;7.65;7.74;8.1;0.0;0.2;0.0;6.4;2.6;6.8;145.15;57.71;32.2;72.93620689655172;102.54;128.9;54.6;131.1;4.641
20/03/2000;5.85;2.44;19.7;11.7;25.4;4.44;1.07;0.661;4.04;1.21;4.04;0.297;306.0;13.6;0.63;0.37;0.92;1.09;0.24;0.32;0.61;0.12;0.57;0.41;0.12;0.61;0.44;7.75;7.97;7.91;7.94;8.29;0.0;0.0;0.0;2.5;1.2;5.2;145.17;57.71;32.16;72.93344827586208;102.53;128.94;54.6;131.11;4.685
21/03/2000;5.81;2.45;19.3;11.7;25.2;4.44;1.07;0.617;4.01;1.62;4.01;0.297;265.0;13.5;0.62;0.37;0.91;1.09;0.24;0.32;0.61;0.11;0.57;0.45;0.12;0.61;0.44;7.82;8.12;7.92;8.04;8.33;0.0;0.0;0.0;1.7;1.0;7.6;145.19;57.64;32.13;72.93068965517242;102.53;128.99;54.61;131.13;4.775
22/03/2000;5.86;2.4;19.3;11.6;24.9;4.43;1.16;0.617;3.99;1.21;3.99;0.293;268.0;13.3;0.63;0.37;0.91;1.09;0.23;0.32;0.62;0.11;0.57;0.41;0.12;0.61;0.43;7.98;8.2;8.05;8.07;8.39;0.0;0.0;0.0;1.1;2.5;9.3;145.21;57.59;32.1;72.92793103448277;102.53;129.03;54.62;131.14;4.862
23/03/2000;5.86;2.51;19.7;11.5;24.8;4.53;1.12;0.617;4.02;1.27;4.02;0.306;263.0;14.3;0.63;0.38;0.92;1.08;0.23;0.33;0.62;0.11;0.57;0.41;0.12;0.61;0.45;7.83;8.08;7.96;7.96;8.31;4.0;3.4;1.8;4.9;7.7;10.5;145.23;57.55;32.08;72.9251724137931;102.53;129.08;54.64;131.15;4.904
24/03/2000;5.95;2.9;19.8;11.9;25.2;4.53;1.1;0.654;3.98;1.24;3.98;0.653;236.0;12.7;0.63;0.42;0.92;1.1;0.24;0.33;0.62;0.12;0.57;0.41;0.2;0.61;0.41;7.78;8.0;7.88;7.88;8.19;2.8;7.0;3.2;8.2;8.1;10.0;145.28;57.5;32.05;72.92241379310344;102.52;129.12;54.65;131.16;4.93
25/03/2000;5.95;2.46;19.7;12.2;25.0;4.53;1.22;0.682;3.92;1.11;3.92;0.456;237.0;12.9;0.63;0.38;0.92;1.11;0.23;0.33;0.63;0.12;0.56;0.4;0.16;0.61;0.42;7.47;7.68;7.69;7.59;8.0;2.0;1.6;2.2;7.4;6.8;7.5;145.3;57.55;32.01;72.9196551724138;102.51;129.17;54.64;131.14;4.949
26/03/2000;6.0;2.47;19.6;12.3;24.6;4.53;1.11;0.668;3.92;1.09;3.92;0.658;236.0;13.3;0.63;0.38;0.91;1.11;0.22;0.33;0.62;0.12;0.56;0.4;0.2;0.61;0.43;7.24;7.48;7.45;7.35;7.75;2.6;5.8;5.4;4.3;3.8;4.5;145.3;57.55;31.98;72.91689655172414;102.51;129.21;54.64;131.14;4.951
27/03/2000;6.0;2.49;19.6;12.2;24.6;4.52;1.09;0.763;4.01;1.09;4.01;0.677;242.0;13.6;0.63;0.38;0.91;1.11;0.22;0.32;0.62;0.13;0.57;0.4;0.2;0.61;0.44;6.86;7.07;7.06;6.97;7.35;9.4;4.8;2.6;3.2;2.6;4.3;145.33;57.53;31.95;72.91413793103449;102.51;129.26;54.65;131.16;4.834
28/03/2000;5.96;2.66;20.1;12.1;25.0;4.57;1.18;0.684;3.96;1.07;3.96;0.381;243.0;13.9;0.63;0.4;0.92;1.1;0.23;0.33;0.63;0.12;0.57;0.39;0.14;0.61;0.44;6.37;6.52;6.52;6.43;6.86;5.6;6.6;1.0;4.5;4.3;4.8;145.33;57.59;31.92;72.91137931034483;102.5;129.3;54.64;131.14;4.75
29/03/2000;5.95;2.47;20.8;11.9;25.9;4.98;1.21;0.641;3.95;1.04;3.95;0.547;244.0;13.9;0.63;0.38;0.94;1.1;0.25;0.36;0.63;0.12;0.57;0.39;0.18;0.61;0.44;5.99;6.09;6.32;5.99;6.57;0.6;0.8;0.8;2.3;2.2;4.0;145.35;57.59;31.88;72.90862068965518;102.5;129.35;54.64;131.19;4.782
30/03/2000;5.97;2.55;22.0;13.5;26.6;4.56;1.12;0.634;3.93;1.06;3.93;0.465;248.0;14.1;0.63;0.39;0.96;1.16;0.27;0.33;0.62;0.11;0.56;0.39;0.16;0.61;0.45;6.28;6.41;6.65;6.27;6.95;3.4;7.2;6.0;6.1;5.1;6.1;145.37;57.57;31.84;72.90586206896552;102.49;129.39;54.65;131.21;4.867
31/03/2000;6.41;2.95;23.7;12.4;27.8;4.8;1.17;0.695;4.23;1.1;4.23;0.402;282.0;14.5;0.65;0.43;1.0;1.12;0.3;0.35;0.62;0.12;0.58;0.4;0.14;0.61;0.46;6.76;6.99;7.0;6.82;7.13;2.4;2.2;2.8;6.0;5.7;5.8;145.39;57.55;31.81;72.90310344827587;102.5;129.44;54.65;131.21;4.923
01/04/2000;6.29;2.46;22.5;13.5;27.2;4.77;1.15;0.689;3.98;1.09;3.98;0.343;286.0;14.6;0.65;0.38;0.97;1.16;0.29;0.34;0.62;0.12;0.57;0.4;0.13;0.61;0.46;7.13;7.39;7.14;7.24;7.44;3.2;2.4;4.4;8.6;8.5;8.2;145.39;57.52;31.8;72.90034482758621;102.5;129.48;54.65;131.19;4.962
02/04/2000;6.08;2.45;21.8;13.5;26.5;4.66;1.05;0.689;3.91;1.07;3.91;0.277;266.0;14.5;0.64;0.38;0.96;1.16;0.27;0.34;0.61;0.12;0.56;0.39;0.11;0.61;0.46;7.49;7.72;7.44;7.63;7.85;0.0;0.0;0.0;6.5;5.7;5.8;145.44;57.5;31.77;72.89758620689656;102.5;129.53;54.66;131.18;4.999
03/04/2000;6.24;3.22;21.2;13.1;26.3;4.8;1.13;0.696;4.35;1.09;4.35;1.11;266.0;14.1;0.64;0.45;0.95;1.14;0.26;0.35;0.62;0.12;0.59;0.39;0.28;0.61;0.45;7.66;7.93;7.81;7.85;8.2;0.0;0.2;0.0;4.1;3.5;2.7;145.46;57.39;31.76;72.8948275862069;102.5;129.58;54.68;131.19;5.021
04/04/2000;6.53;2.68;21.0;13.4;26.1;4.75;1.1;0.702;4.21;1.1;4.21;0.327;264.0;14.1;0.66;0.4;0.94;1.15;0.26;0.34;0.62;0.12;0.58;0.4;0.12;0.61;0.45;7.87;8.24;7.94;8.2;8.33;0.4;4.8;0.0;4.7;3.7;6.0;145.49;57.39;31.73;72.89206896551724;102.49;129.57107142857143;54.68;131.22;5.036
05/04/2000;6.15;2.55;21.4;13.4;26.1;4.7;1.08;0.661;3.95;1.1;3.95;0.389;270.0;14.4;0.64;0.39;0.95;1.15;0.26;0.34;0.61;0.12;0.57;0.4;0.14;0.61;0.45;7.96;8.24;8.13;8.22;8.5;0.0;0.0;0.0;9.4;8.8;11.4;145.51;57.55;31.7;72.88931034482759;102.47;129.56214285714287;54.65;131.22;4.948
06/04/2000;5.92;2.56;22.6;12.9;26.6;4.68;1.08;0.633;3.81;1.04;3.81;0.283;288.0;13.7;0.63;0.39;0.98;1.13;0.27;0.34;0.61;0.11;0.56;0.39;0.11;0.61;0.44;7.85;8.1;8.04;8.02;8.36;1.2;0.6;4.2;12.0;11.9;14.6;145.51;57.71;31.67;72.88655172413793;102.46;129.5532142857143;54.62;131.22;4.786
07/04/2000;5.89;2.52;23.8;11.9;27.4;4.71;1.05;0.639;3.84;1.0;3.84;0.289;309.0;13.3;0.62;0.38;1.0;1.1;0.29;0.34;0.61;0.12;0.56;0.39;0.12;0.61;0.43;7.82;8.03;7.89;7.95;8.24;29.8;32.8;32.0;13.3;14.3;15.1;145.49;57.77;31.62;72.88379310344828;102.45;129.54428571428573;54.61;131.2;4.722
08/04/2000;5.85;2.62;23.0;11.5;27.2;4.75;1.16;0.641;3.86;1.0;3.86;0.28;270.0;12.5;0.62;0.4;0.98;1.08;0.28;0.34;0.62;0.12;0.56;0.39;0.11;0.61;0.41;7.74;7.94;7.87;7.84;8.25;0.2;0.2;0.2;15.5;15.1;16.0;145.49;57.75;31.62;72.88103448275862;102.44;129.53535714285715;54.61;131.16;4.786
09/04/2000;5.77;2.62;20.2;11.4;24.8;4.53;1.09;0.634;3.87;1.06;3.87;0.258;262.0;12.0;0.62;0.4;0.93;1.07;0.23;0.32;0.61;0.11;0.56;0.39;0.11;0.61;0.4;7.75;7.93;7.88;7.84;8.21;0.2;0.0;0.2;8.8;8.0;12.8;145.49;57.61;31.58;72.87827586206897;102.44;129.5264285714286;54.65;131.19;4.832
10/04/2000;5.74;2.63;19.8;11.2;23.5;4.52;1.07;0.641;3.92;1.06;3.92;0.301;251.0;12.3;0.62;0.4;0.92;1.07;0.2;0.32;0.61;0.12;0.56;0.39;0.12;0.61;0.41;7.35;7.6;7.5;7.5;7.84;0.0;0.0;0.0;13.8;13.6;13.5;145.49;57.59;31.55;72.87551724137931;102.44;129.5175;54.65;131.16;4.829
11/04/2000;5.81;2.65;20.0;11.0;23.9;4.62;1.14;0.648;4.05;1.03;4.05;0.968;255.0;12.4;0.62;0.4;0.92;1.06;0.21;0.33;0.62;0.12;0.57;0.39;0.26;0.61;0.41;7.16;7.41;7.45;7.24;7.75;6.2;0.0;0.2;5.9;7.4;5.6;145.51;57.57;31.55;72.87275862068967;102.44;129.50857142857143;54.66;131.15;5.027
12/04/2000;5.89;2.65;19.8;11.3;24.2;5.03;1.19;0.668;4.09;1.06;4.09;0.605;252.0;12.4;0.62;0.4;0.92;1.07;0.21;0.36;0.63;0.12;0.58;0.39;0.19;0.61;0.41;7.13;7.34;7.32;7.16;7.63;1.4;0.8;2.2;7.1;7.8;8.4;145.56;57.43;31.53;72.87;102.44;129.49964285714287;54.71;131.18;5.154
13/04/2000;5.91;2.63;19.5;11.3;24.2;11.5;2.89;0.654;3.89;1.06;3.89;0.768;239.0;12.7;0.62;0.4;0.92;1.07;0.21;0.81;0.82;0.12;0.56;0.39;0.22;0.61;0.42;7.08;7.23;7.34;7.15;7.64;17.2;4.2;0.4;1.1;4.1;5.6;145.62;57.45;31.52;72.87;102.43;129.4907142857143;54.69;131.16;5.142
14/04/2000;6.2;3.07;18.4;12.0;26.1;5.71;1.22;0.654;4.23;1.06;4.23;0.814;278.0;14.0;0.64;0.44;0.92;1.1;0.26;0.42;0.63;0.12;0.58;0.39;0.23;0.61;0.45;7.1;7.35;7.34;7.25;7.56;5.2;9.6;12.6;3.2;4.6;5.8;145.62;57.52;31.49;72.87;102.42;129.48178571428573;54.68;131.15;5.031
15/04/2000;7.05;3.08;26.6;14.6;31.8;5.42;1.21;0.729;4.32;1.05;4.32;0.802;309.0;22.4;0.68;0.44;1.12;1.19;0.39;0.4;0.63;0.13;0.59;0.39;0.23;0.61;0.65;7.54;7.81;7.52;7.64;7.65;4.2;7.4;8.2;6.2;5.3;6.0;145.65;57.45;31.52;72.88;102.44;129.47285714285715;54.69;131.15;5.023
16/04/2000;6.95;2.67;28.9;15.3;34.0;5.14;1.07;0.708;4.05;1.05;4.05;0.288;309.0;27.3;0.67;0.4;1.17;1.22;0.44;0.37;0.61;0.13;0.57;0.39;0.12;0.61;0.74;7.79;8.06;7.81;7.91;8.17;0.2;0.2;0.6;1.8;1.3;6.3;145.67;57.52;31.63;72.89;102.44;129.4639285714286;54.68;131.16;5.104
17/04/2000;6.27;2.62;34.1;15.4;39.2;4.91;1.01;0.668;4.08;1.09;4.08;0.36;296.0;27.3;0.64;0.4;1.3;1.22;0.57;0.35;0.6;0.12;0.57;0.39;0.13;0.61;0.74;7.96;8.21;8.13;8.13;8.49;2.8;0.6;0.4;6.3;6.5;8.6;145.69;57.5;31.63;72.88;102.44;129.455;54.68;131.16;5.14
18/04/2000;6.03;2.66;34.0;14.6;39.2;4.93;1.0;0.682;4.02;1.09;4.02;0.547;325.0;17.6;0.63;0.4;1.29;1.19;0.57;0.36;0.6;0.12;0.57;0.39;0.18;0.61;0.53;8.04;8.2;8.13;8.14;8.45;2.6;2.0;2.2;6.9;7.5;9.9;145.69;57.55;31.59;72.88;102.44;129.44607142857143;54.68;131.15;5.068
19/04/2000;6.01;2.68;30.0;12.9;39.975;4.77;1.04;0.664;4.05;1.04;4.05;0.31;348.0;17.2;0.63;0.4;1.22;1.14;0.5874999999999999;0.34;0.61;0.12;0.57;0.39;0.12;0.61;0.52;8.07;8.33;8.2;8.14;8.53;0.0;2.0;0.2;8.7;7.9;10.7;145.71;57.57;31.55;72.88;102.43;129.43714285714287;54.68;131.19;5.057
20/04/2000;6.15;4.23;27.4;12.5;40.75;5.04;1.66;1.02;5.0;1.05;5.0;1.97;328.0;17.2;0.63;0.55;1.16;1.12;0.605;0.37;0.68;0.17;0.63;0.39;0.39;0.61;0.52;7.98;8.24;8.15;8.13;8.5;20.8;11.6;16.2;11.8;10.9;12.6;145.73;57.57;31.49;72.88;102.42;129.4282142857143;54.68;131.16;5.046
21/04/2000;7.5;4.06;25.8;13.5;41.525;5.17;1.51;1.16;4.88;1.07;4.88;0.619;272.0;18.1;0.7;0.53;1.13;1.15;0.6224999999999999;0.38;0.66;0.19;0.62;0.39;0.19;0.61;0.54;7.89;8.12;8.09;7.99;8.42;5.2;2.0;5.4;8.9;8.7;11.8;145.71;57.61;31.73;72.95;102.44;129.41928571428573;54.68;131.16;5.046
22/04/2000;6.89;2.81;26.1;17.5;42.3;5.17;1.11;0.695;4.57;1.08;4.57;0.779;306.0;24.5;0.67;0.41;1.14;1.29;0.6399999999999999;0.38;0.62;0.12;0.61;0.39;0.22;0.61;0.69;7.69;7.93;7.82;7.83;8.17;1.4;1.0;5.4;10.7;11.2;12.0;145.71;57.57;31.85;72.95;102.46;129.41035714285715;54.68;131.14;5.026
23/04/2000;8.23;3.14;34.0;19.8;43.075;5.31;1.14;0.729;4.78;1.13;4.78;1.01;361.0;20.4;0.74;0.45;1.3;1.36;0.6575;0.39;0.62;0.13;0.62;0.4;0.26;0.61;0.6;7.55;7.77;7.74;7.64;8.08;3.8;6.2;9.0;9.6;8.7;9.7;145.74;57.59;31.77;73.0;102.47;129.4014285714286;54.68;131.15;4.991
24/04/2000;8.27;2.65;36.2;21.3;43.85;5.08;1.03;0.694;4.2;1.06;4.2;0.327;441.0;23.1;0.74;0.4;1.35;1.41;0.6749999999999999;0.37;0.61;0.12;0.58;0.39;0.12;0.61;0.66;7.28;7.48;7.56;7.39;7.84;0.8;0.2;0.2;7.4;7.5;10.2;145.76;57.61;31.9;73.0;102.49;129.3925;54.68;131.15;4.987
25/04/2000;6.78;3.38;36.6;21.5;44.625;5.11;1.14;1.18;4.87;1.03;4.87;0.94;412.0;21.7;0.66;0.47;1.35;1.42;0.6925;0.37;0.62;0.19;0.62;0.39;0.25;0.61;0.63;7.16;7.32;7.42;7.21;7.79;23.2;11.4;12.6;10.6;11.2;13.7;145.76;57.55;31.81;73.0;102.49;129.38357142857143;54.69;131.15;5.039
26/04/2000;8.78;2.93;37.6;21.1;45.4;5.33;1.23;0.986;4.62;1.03;4.62;0.831;375.0;19.2;0.76;0.43;1.37;1.4;0.71;0.39;0.63;0.16;0.61;0.39;0.23;0.61;0.57;6.89;7.0;7.21;6.8;7.57;1.2;3.2;2.4;9.8;9.2;10.7;145.76;57.55;31.76;73.06;102.51;129.37464285714287;54.72;131.16;5.008
27/04/2000;8.21;2.6;36.2;20.1;43.3;5.08;1.1;0.763;4.35;1.03;4.35;0.36;340.0;23.1;0.74;0.39;1.35;1.37;0.66;0.37;0.61;0.13;0.59;0.39;0.13;0.61;0.66;6.5;6.59;6.84;6.43;7.15;3.0;2.56;3.6;7.9;7.3;9.8;145.8;57.59;31.78;73.05;102.51;129.3657142857143;54.71;131.18;4.986
28/04/2000;7.0;2.65;38.8;20.8;44.0;5.31;1.1;0.757;4.3;1.03;4.3;0.339;334.0;23.4;0.68;0.4;1.4;1.39;0.68;0.39;0.61;0.13;0.59;0.39;0.13;0.61;0.67;6.52;6.63;6.96;6.51;7.26;2.2;1.9200000000000002;3.2;9.2;8.3;10.0;145.81;57.55;31.73;73.03;102.51;129.35678571428573;54.72;131.18;5.001
29/04/2000;6.77;2.51;41.1;20.7;46.7;5.1;1.07;0.757;4.18;1.03;4.18;0.277;353.0;26.4;0.67;0.38;1.45;1.39;0.74;0.37;0.61;0.13;0.58;0.39;0.11;0.61;0.72;6.72;6.9;7.07;6.74;7.38;6.4;1.2800000000000002;0.8;4.2;4.5;11.3;145.83;57.61;31.7;73.0;102.51;129.34785714285715;54.72;131.2;4.933
30/04/2000;6.77;2.65;40.5;19.5;46.5;5.05;1.05;0.723;4.14;1.03;4.14;0.25;373.0;24.3;0.67;0.4;1.43;1.35;0.74;0.37;0.61;0.13;0.58;0.39;0.1;0.61;0.68;6.97;7.16;7.25;7.01;7.46;0.2;0.6400000000000001;0.0;8.9;7.6;13.9;145.83;57.66;31.62;72.99;102.5;129.3389285714286;54.69;131.2;4.844
01/05/2000;6.52;2.43;37.8;18.4;44.5;5.04;1.08;0.723;4.07;1.03;4.07;0.264;369.0;18.2;0.66;0.37;1.38;1.32;0.69;0.36;0.61;0.13;0.57;0.39;0.11;0.61;0.54;7.22;7.41;7.42;7.3;7.74;0.0;0.0;0.0;5.1;5.5;6.1;145.87;57.68;31.59;72.97;102.49;129.33;54.69;131.18;4.791
02/05/2000;6.13;2.43;33.9;16.8;40.9;5.01;1.07;0.712;4.01;1.03;4.01;0.267;323.0;16.6;0.64;0.37;1.3;1.27;0.61;0.36;0.61;0.13;0.57;0.39;0.11;0.61;0.5;7.47;7.74;7.53;7.66;7.91;0.0;0.0;0.0;3.7;2.3;6.6;145.87;57.7;31.55;72.96;102.49;129.32107142857143;54.71;131.19;4.78
